84,"CH 2","CH 3","CH 4","CH 5","CH 6","CH 7","CH 8","CH 9","CH 10",IGCH,Name,Date,"Burial Date c.",Contents,Mints,Disposition,Bibliography,"Sort date",Location,Notes,
,,,,,,,,9.517,,,"E. Anatolia?",1991,"150-100 BC","379+ AR","Alexander III:
Parium:  1
Assos:  1
Kyme:  23
Myrina:  12
Temnos:  39
Methymna:  1
Mytilene:  7
Chios:  1
Alabanda:  34
Halicarnassos:  1
Nisyros:  1
Phaselis:  68
Aspendus:  118
Magydus:  4
Perga:  44
Uncert.:  13

Side:  13",Dispersed.,"W.E. Metcalf,  ‚ÄòA Late Second Century Hoard of Posthumous Alexanders‚Äô, SNR  73 (1994), pp.  19-53.",150,E,,
,,,,,,,,9.408,,,GazipaÔ¨Ça,1992,"360 BC","38 AR","Side: 38 st.",Antalya,"GCHT, p. 35, nos. 207-44",360,E,,
,2.072,3.043,,,,,,,,,"Thessaly, Greece",1975,250-225,"38+ AR","Alexander III
Lysimachus
Larissa
Phalanna
Opuntii
Thebes
Euboea
Histiaea
Athens
Sicyon
Rhodes
Ptolemy II","in commerce","Coin Hoards III, no. 43: J. Morineau Humphris, ‘A Hoard from Thessaly’, in CH III, p. 9-17.
H. Nicolet-Pierre and J.A. Kroll, ‘Athenian Tetradrachm Coinage of the Third Century BC’, AJN 1990, p. 29, no. 18
U. Wartenberg, ‘The Alexander-Eagle Hoard: Thessaly 1992’, NC 1997, p. 181, note 10.",,,"Mints in CH 2.

3.043 just refers to publication in CH 3.",
,,,,,,,8.599,,,,"unknown findspot","before 1983",500-400,"39+ AR ","Colophon 24
Teos 12
Miletus 2
Uncertain 1","in trade","article by P. Kinns, p. 90",,,,
,,,,,,,,,10.200,,"unknown Findspot",1997,"600 BC","39+ EL","Uncertain mint(s)
(A)
15 tritai (as SNG Cop. 7)
9 hektai (as Traité, pl. 1, 4)
9 hemihektai (unpubl. type)
6 obols (as ACNAC Rosen 279)
(B)
3 sts. (as Zhuyuetang 1)",Dispersed,"Group (A) is described by E.J. McFadden, ‘A Hoard of Early Multi-Denominational Electrum Coins’, SAN 21 (2002), pp. 17-19. Denominations listed under (B) have appeared in commerce and are likely to derive from the same hoard.",600,E,,
,,,,,,,,9.519,,,Samsun,"before 1990","Mid 2nd cent. BC","391 AE","Amisos 315
Pimolisa: 2
Sinope: 25
Cabeira: 4
Amastris: 38
Chabacta: 4
Comana: 3","Izmir Archaeological Museum","A. Travaglini in Izmir I, pp. 149-64, pls. LI-LXVIII.",150,E,,
,,,,,,,,,10.034,,"Pernik, Bulgaria",1970s,"Last quarter of 4th cent. BC","4 AU","Alexander III sts
Macedonia: 1
Sardes: 1
Miletus: 1
Phillip II, 1 st. (fake?)","Archaeological Museum of Sofia","B.Rousseva,’ДВА Фрагмента от Златни СЪКРОВИЩЕ Със Статери, Намерени Около Перник ив Радомирско’, НУМИЗМАТИКА И СФРАГИСТИКА 6. 2 (1999), pp. 3-12 with pls. I-II and summary in French. Rousseva, posits that this is part of a larger hoard and may be connected to the Radomir hoard discussed in the same article.",325,C,,
,,,,,,,8.003,,,,"Berezan, near Olbia, Russia",1975,"550 BC","4 EL","Lydia: 1 st. (lioness protome, 13.61 g); 
3 tritai (rosette, two from same die)","Odessa Museum","P.O. Karyshkovsky, Monety olvii (Kiev, 1988), p. 28, pl. II, 1-4",,,,
,,,4.070,,,,,,,,Uncertain,,"100 or later","4+ AR","Pontus, Mithradates VI
Bithynia, Nicomedes III
Cyzicus","in commerce",,,,,
,,,,,,,,9.350,,,"unknown findspot","before 1999","Second quarter of 5th cent. BC","4+ AR","Parium: 4 hemidrs.","Okray Collection","GCHT , p. 41, nos. 758-61.",475,E,,
,,3.019,,,,,,,,,"Edremid, Turkey",1957,350,"4+ EL","Phocaea
Mytilene",Istanbul,"F. Bodenstedt, Phokaisches Electon-Geld von 600-326, V. CHR 1975",,,,
,,,,,,,,9.459,,,"unknown findspot","before June 1996","Late 4th cent. BC",4+AE,"Alexander III (all in very fine condition and with black patina):
1. Miletus  (5.54g 03h; Price2102)
2. Miletus  (5.66g 03h; Price2110)
3. Miletus  (6.28g 03h; Price-; Hersh,Price Studies, p. 138, 55)
4. SW Asia Minor  (5.62g 09h; Price 333)",Dispersed,"R. Ashton, Essays Hersh, pp. 45-6. See below,  pl. 00,1-4.",325,E,,
,,,,,,,,9.083,,,"East of the Strymon","Before 1988","334-300 BC","40 AE","Alexander III:
Herakles/eagle on thunderbolt:  11
Shield/Helmet: 29","Private collection, USA","K. Liampi, ‚ÄòA hoard of bronze coins of Alexander the Great‚Äô, Essays Price, pp. 257-53.",334,C,"Herakles/ eagle = Amphipolis
shield/ helmet = Sardis",
,,,,,,,8.498,,,,"Antalya, Turkey",1987,"100 - 1 BC","40 AR","Phaselis: 29
Aplumea: 1
Etenna: 1
Perga: 1
Isinda: 2
Termessus: 6","in trade","pl. LXXIII, 13-39; pl. LXXIV, 1-13",,,,
,,,,,,,,9.506,,,"unknown findspot","Before 1914?","195-190 BC","40 AR","Ephesus drs.","Istanbul (inv. nos. 6226-9, 6232-5, 6238-47, 6249-6267, 6269-6271)","P. Kinns, ‚ÄòThe Attic weight drachms of Ephesus: a preliminary study in the light of recent hoards‚Äô, NC 159 (1999), pp. 47-97 at 51-55.",195,E,,
,,3.048,,,,,,,,,"Asia Minor",1906,200,"40+ AE",Magnesia,BM,,,,,
,,,,,,7.089,,,,,"S.W. Turkey",1980,200,"40+ AR",Miletus,"in commerce",,,,,
,,,,,,,8.519,,,,"Pontus, North-East Turkey",1982,"75 BC","40+ AR","Mithradates VI: tetradr. (no details available, but many of late style)","in trade",,,,,
,,3.014,4.016,,,,,,,,"Fethiye, Turkey",1976,"late 5th","40+ AR","CH 3:
Lycia Erbina Telmessus - several
Hadruma Cadyanda ? st. 1

CH 4:
Staters of named Lycian dynasts and cities, including many new varieties.","in commerce","to be published by S. Hurter",,,"Reference to Hurter in CH 4",
,,,,,,,,,10.325,,"Binbaşıoğlu (Zela), Turkey",1981,"120-63 BC","409 AE","Amisus: 295
Sinope: 48
Amastris: 38
Comana: 15
Cabeira: 10
Chabacta: 3","Tokat Museum","B. Le Guen-Pollet, ‘Documents Numismatiques et Epigraphiques du Musée de Tokat. Rapport de mission: julliet 1988’, Anatolia Antiqua 1 (1991), pp. 55-57. M. Amandry, B. Le Guen-Pollet, B. Özcan and B. Rémy, ‘Le trésor de Binbasioğlu (Tokat, Turquie). Monnaies de bronze des villes du Pont frappées sous Mithridate VI Eupator’, Varia Anatolica 5 (1991), pp. 61-76. M. Amandry, B. Le Guen-Pollet, B. Özcan and B. Rémy, ‘Rapport de Travaux Epigraphiques et Numismatiques Au Musee De Tokat En Julliet 1988’, Arastirma Sonuclari Toplantisi 7 (1989) pp. 515-518.",120,E,,
,,,,,,,,9.559,,,Binbasioglu,1981,"70 BC","409 AE","Amisus: 295
  Sinope: 48
  Amastris: 38
  Comana: 15
  Cabeira: 10
  Chabacta: 3","Tokat Museum of achaeology and ethnology, nos. 3684-4092.","M. Amandry, B. Le Guen-Pollet, B. √ñzcan and B. R√©my, ‚ÄòLe tr√©sor de Binbasioglu (Tokat, Turquie).  Monnaies de bronze des villes du Pont frapp√©es sous Mithridate VI Eupator‚Äô, Varia Anatolica  5 (1991), pp. 61-76.",70,E,,
,,,,,,,,,10.333,,"Burdur environs (?), Pisidia, Turkey",1969,"1st cent. BC","41 AE","Pergamum: 1
Aspendus: 1
Perge: 18
Cibyra: 2
Cremna: 1
Isinda: 3
Selge: 1
Termessos: 13
Uncertain: 1","Burdur Museum","H. Köker and A. Çankaya, NC 166 (2006), p. 377, no. 49.",100,E,,
,,,,,,,8.165,,,,Cilicia,1985,"330 BC","41 AR","Celenderis: 1
Mallus: 1
Tiribazus: 8 Issus (386-380 B.C.); 21 Mallus; 3 Soli; 3 uncertain
Salamis, Cyprus: 1 Euagorus
Citium, Cyprus: 3","in trade","XXI, 21-26; pl. XXI, 1-24; pl. XXIII, 1-11",,,,
,,,,,,,,9.221,,,"unknown findspot, Greece","before 1800","Early 2nd cent. BC","42 AE",Chios,Paris,"C. Lagos, NC 156, 1996, p. 277.",200,C,,
,,,,,,,8.173,,,,"Celenderis, Cilicia","before 1944","325 BC","42 AR","Macedonia, Alexander III: Sidon 1 ob. (SNG Delepierre 1057)
Cilicia, Celenderis: 16 ob. (SNG Delepierre 2836-2844, 2846-2848, 2851-2854); 2 hemiob. (SNG Delepierre 2845, 2849)
Cilicia, Nagidos: 2 ob. (SNG Delepierre 2857, 2858); 1 hemiob. (SNG Delepierre 2859)
Cilicia, Soli: 5 ob. (SNG Delepierre 2861, 2863-2869); 3 hemiob. (SNG Delepierre 2870-2872)
Cilicia, uncertain: 9 ob. (SNG Delepierre 2890-2898)
Cyprus: 3 ob. (SNG Delepierre 2905, 2919, 2921)",Paris,"SNG Delepierre Hoard Index",,,,
,,,,,,,,,10.247,,"unknown Findspot",1993,"320 BC","42 AU","Philip II
Pella: 12 sts.
Amphipolis: 2 sts.
Lampsacus: 1 st.
Magnesia: 1 st.
Alexander III
Macedonia: 3 dists., 3 sts.
Uncertain Greece or Macedonia: 1 st.
Lampsacus: 2 sts.
Magnesia:1 st.
Miletus: 2 sts.
Sardes: 2 sts.
Side: 1 st.
Tarsus: 1 st.
Salamis: 3 st.
Aradus: 1 st.
Sidon? : 1 st.
Sidon: 1 st.
Memphis: 1 st.
Uncertain: 2 sts.
Uncertain East: 1 st.","in commerce","H. A. Troxell, Studies in the Macedonian Coinage of Alexander the Great, ANS NS 21 (New York, 1997), pp. 137-140.",320,E,,
,,,,,,,8.437,,,,unknown,1982,"160 B.C. c.","42+ AR","Pergamon : 13+ cistophoioi (1 of Kleiner Series 2, 1 K11a, 1 K11b, 1 K12, 2 K22, 1 K23a, 6 K24a, and one other?)
Ephesos: 16 cistophoroi (1 of Kleiner series 5, 1 K24, 1 K25, 1 K28, 1 K41, 6 K42B, 4 K43b, 1 K44a and 1 uncertain)
Tralles: 6 cistophoroi (1 of Kleiner series 2, 1 K3, 1 K21, 1 K24, 1 K42, 1 K47)
Apamea: 6 cistophoroi (1 of Kleiner series 10, 2 K20, 2 K23 and one other)
Apamea?: 1 cistophoros (barbarous)","in commerce, 2 in BM",,,,,
,,,,,,,8.321,,,,"unknown findspot","1990 or earlier",225,"43 AR","Alexander III (Samos)
Lysimachus
Demetrius Poliorcetes
Attalus I
Seleucid","in trade in London","see pl. XXXIX, 8-15; pl. XL, 1-17; pl. XLI, 1-18",,,,
,,,,,,,,,10.238,,"unknown Findspot, Turkey",2002,"Second half of 4th cent. BC","43+ AR","Ephesus: 43 diobs.","Kayhan collection, Turkey 43","SNG Kayhan 190, 196-207, 213-42.",330,E,,
,,,,,,7.126,,,,,"Mezen, Haskovo, Bulgaria",1977/8,"early 1st","431 AR","Thasos
Thasos imitation
Macedonia First Meris - Alexander (late posthumous)
Thrace Lysimachus (Byzantium, Mostis)",Haskovo,"Y. Youroukova, Archeologia 4, 1979",,,,
,,,,,,,8.091,9.390,,,Nagidos,1989/90,"380 BC",435+AR,"CH 9: Athens:  127 tetradrs.
Side:  40 st.
Aspendus/Selge: 19 st.
Celenderis: 3 st.
Issos: 19 st.
Mallos: 26 st.
Mynandros: 1 st.
Nagidos: 130 st.
Soloi  8 st.
Tarsus 27 st.
uncertain  9 st.
Paphos ( Timocharis): 1
Salamis (Evagoras I):  2
Citium (Baalmelek II): 8",Dispersed.,"Now published by E. Levante, ‚'Le trésor de Nagidos' in TCMA, pp. 7-11.",380,E,"List of mints also in CH 8.",
,,,,,,,8.178,,,,Tarsus,1982,"325 BC","44+ AR","Tarsus: Mazaeus (2 as Newell, Tarsos, pl. 1.5; 1 as Newells, Myriand.., p. 12, fig. 13); 38 Balakros","in trade","XXIV, 13-24; pl. XXV, 1-24; pl. XXVI, 1-5",,,,
,,,,,,,,9.341,10.201,,"unknown Findspot",1998,"early 6th cent. BC",44+EL,"CH 9.341:
18 EL:
Samian:
3 1/6 sts.
4 1/12 sts.
6 1/24 sts.
1 1/48 sts.
Milesian/ Lydian:
2 1/12 sts.
1 1/24 st.
1 1/48 st.

CH 10.201:
44 EL (lion head facing)",Dispersed,"K. Konuk, ‘The Electrum Coinage of Samos in the Light of a Recent Hoard’, Asia Minor Studien 54 (2005), pp. 43-55 with pls. 1-2, discusses this recent hoard and compares it to IGCH 1158 to help further understand the early electrum coinage of Samos, believed to be found on Turkish coast , opposite Samos.",575,E,"CH 9.341: 'to be published by U. Wartenberg'",
,,,,,,,8.508,,,,"unknown findspot","before 1993","90 -80","45+ AR","Rhodian Plinthophoric dr.","in trade in NY and London",,,,,
,,,,,,,,9.410,,,"Çiftliközü, Konya","Before 1994","Mid 4th cent. BC","450 AR","Aspendos: 450","Izmir Archaeological Museum","M. √ñzsayg‚Ä∫ in Izmir I, pp. 29-49, pls. II-XX.",350,E,,
,,,,,,,,9.410,10.233,,"Çiftliközü, Konya, Turkey","Before 1994","Mid 4th cent. BC","450 AR","Aspendus: 450",Izmir,"M. Özsaygı in Izmir I, pp. 29-49, pls. ii-xx. For another publication of this hoard and discussion of its contents see M. Özsaygı, ‘Yeni bulunan bir Aspendos definesi’ Arkeoloji Dergisi 4 (1996), pp. 1-31, pls. 1-9.",350,E,"Mints and first M. Özsaygı reference in CH 9.410. Second M. Özsaygı reference in CH 10.233.",
,,,,5.042,6.035,,,,,,"South West Thessaly, Greece",1977,175,"450+ AR pot hoard","CH 5:
Thrace Lysimachus tetr. 3 +. 
Macedonia Alexander III tetr. 1.
Demetrius Poliorcetes Poseidon tetr. 1.
Antigonus Gonatas tetr. 1. tetrobol 1.
Larissa dr. 3 +. 
Locri Opuntii 6.
Phocis 2.
Thebes dr. 1 (Poseidon/Nike).
Sicyon hemidr. 10. 
Aegina 2 +.
Histiaea 220+
Rhodes dr. 3+.

CH 6:
Macedonia Alexander III tetr. 1.
Demetrius Poliorcetes Poseidon tetr. 3
Antigonus Gonatas tetr. 4
Alexander III drachma 1.
Macedonian tetrobol 1 (shield/ prow)
Thrace Lysimachus tetr. 5.
Larissa dr. 3.
Locri Opuntii hemidrachms 4.
Phocis hemidrachms 2.
Boeotia hemidrachms 3 (shield/ cantharus).
Drachma 1 (Poseidon/ Nike)
Histiaea 400.
Sicyon hemidrachms 10.
Rhodes dr. 2 (worn)
The above recorded in 2 lots, some of which may have been duplicated in the earlier report.
","in commerce, two lots",,,,,
,,,,,,,,,10.344,,"unknown Findspot",2004,"c. 78 BC","46 AR","Cappadocian tetradrs. in the name of Antiochus VII
Class XI. Issues control linked to royal Cappadocian coinage
Series 2, control linked to drs. of Mørkholm’s “Mint C”: 2 tetradrs. Series 3, control linked to drs. of Mørkholm’s “Mint B”: 44 tetradrs.",Dispersed,"A. Houghton, C. Lorber and O. Hoover, Seleucid Coins: a Comprehensive Catalogue, II. 2 (Lancaster, 2008), p. 154.",78,E,,
,,,,,,,,9.145,,,Dragoevo,"Before 1920","280-270 BC","46+ AR","Alexander III tetradrs.: 
Amphipolis: 1
Tyre: 1
Babylon: 3
Uncert.: 1
Alexander III drs.: 
Lampsacus: 4
Abydos: 2
Lamsacus/Abydos: 1
Colophon: 9
Abydos/Colophon: 2
Ephesus ?: 2
Magnesia: 3
Sardes: 1
Miletus: 2
Mylasa: 2
Side: 3?
Seleuceia ad Tigrim: 1
Uncert.: 2
Lysimachus tetradrs. :
Pella: 1
Lampsacus: 1
Pella/Lampsacus: 2
Lysimachus drs. :
Ephesus: 1
Uncert.: 1","Sofia 46","K. Dimitrov, ‚ÄòThe contacts of Thrace during the early Hellenistic age, reflected in some coin hoards‚Äô Bulgarian Historical Review 4 (1990) pp. 47-65.",280,C,,
,,,,,,,,,10.239,,"unknown Findspot","2001 or earlier","Mid 340s BC","46+ AR","Cyzicus: 2 tetradrs
Ephesus: 6 tetradrs
Miletus: 1 tetrdr
Cos: 1 tetradr
Persia: 1 tetradr (archer/rider)
Mausolus: 12 tetradr
Hidrieus: 3 tetradr",Dispersed,"R.H.J. Ashton, NC 162 (2002), p. 394, no. 34.",345,E,,
,,,,,,,8.268,,,,"Haymana, Turkey",1920-1930,"280 BC","462+ AR","Alexander
Lysimachus",Istanbul,"G. Le Rider, N. Olcay, 'Le trésor de Haymana', RN 1988, pp. 55-63",,,,
,,,,,,,8.370,,,,"Asia Minor",1989,195,"463+ AR","Alexander III
Philip III
Lysimachus
Seleucus
Antiochus","in trade","Price, p. 542",,,,
,,,,,,,,9.248,,,Amphilochia,1995,"160 BC","47 + 4 + 2? AR","A.
Corinth: 1 dr.
Corcyra: 14 dr. 
Leucas?: 9 dr. 
Palairos?: 1 dr. 
Uncert. mints: 16 dr. 
Epirote Republic: 1 dr. 
Acarnanian League: 1 dr.
Ps.Rhodian: 4 dr.
B.
Rhodes: 1 didr.
Larisa: 1 dr.
Dyrrachium: 1 dr.
Leucas: 1 didr.
C. 
Palairos?: 1
Uncert. Mint: 1","Three lots dispesred separately in commerce.","R. Ashton & J. Warren, ‚ÄòA Hoard of Western Greek and Pseudo-Rhodian Silver‚Äô, RBN 143 (1997), pp. 5-16, pls. I - II.",160,C,,
,,,,,,,,9.564,,,"Caria(?), Turkey","before 1971","Mid 1st cent. BC","47 AR",Rhodes,Dispersed.,"Ch. Boehringer, ‚ÄòA 1971 Group of Rhodian Coins (from Karia?)‚Äô, NC 157 (1997), pp. 214-5, pl.45-6.
R.H.J. Ashton with A.-P.C. Weiss, ‚ÄòThe Post-Plinthophoric Silver Drachms of Rhodes‚Äô, NC 157 (1997), pp. 1-40.",50,E,,
,,,,,,,,,10.337,,"North central Syria",2004,"Early 1st cent. BC","47+ AR","Cappadocia: Antiochus VII imitations (Lorber and Houghton Series II, issues 7 and 8)
Cappadocia: 45 Antiochus VII imitations (Lorber and Houghton Series III)",Dispersed,"C.C. Lorber and A. Houghton, NC 166 (2006), pp. 52-3.",95,E,,
,,,,,,,,,10.244,,"unknown Findspot",1980s,"334-330 BCE","475 AR","Sinope: 3 drs.
Amisus: 1 dr. (imitation?)
Uncertain mint in Asia Minor, Royal Achaemenid Issues (?): 5 (Chian) tetradrs. Mausolus: 1 tetradr.
Aspendus: 2 sts.
Tarsus (Mazaeus): 11 sts.
Issus (Mazaeus): 1 shekel
Sidon (Mazaeus and Euagoras): 5 double shekels
Tyre: 7 shekels
Athenian-type coinage Marked Imitative tetradrs.
Asia Minor?: 2
Egypt, Memphis (?) under Artaxerxes III: 6 Unmarked Imitative tetradrs.
eastern Mediterranean, possibly in the Levant: 10 Buttrey type B: 4
Buttrey type M: 7
Buttrey type X: 1
Athens tetrdrs:
Late fifth century: 37
Early fouth century: 12
Pi-style: 360","New York (2006.12.1-313; 2008.15.1-156)","L. Anderson and P. Van Alfen, ‘A fourth century BCE hoard from the Near East’, AJN 20 (2008), pp. 155-198 with pls. 47-58.",334,E,,
,,,,,,,8.267,,,,"Denizli, Turkey",1982,"280 BC","48+ AR","Macedonia, Alexander III: 12+ tetradr.; 29+ dr.
Macedonia, Philip III: 6+ dr.
Macedonia, Demetrius Poliorcetes: 1+ tetradr.
Thrace, Lysimachus: tetradr.","in trade",,,,,
,,,,,,,,9.338,,,"Hisaralan, nr. Dazkiri (s.w. of Dinar), Turkey",1994/05/01,"Early 6th cent. BC","48+ EL, pot hoard","Lydia: EL third sts. (lion-head r.)","Afyon 30",,575,E,,
,,,,,,,,9.510,,,Lebanon,1997,"165 BC","49 + 42 AR","Group A:
Ephesus 11 drs (1 plated).
Aradus 38 drs.

Group B:
Ephesus 11 drs (1 plated).
Aradus 31 (1 plated)","In commerce","See P. Kinns, ‚ÄòThe Attic weight drachms of Ephesus: a preliminary study in the light of recent hoards‚Äô, NC 159 (1999), pp. 47-97 at 60-2. The two both groups appeared on the London market separately, but the similarity of coins and their conditions makes it highly probable that they derived from the same hoard.",165,E,,
,,,,,,,,9.371,,,Balıkesir,"Before 1994","4th cent. BC","499 AR","Persia: 499 sigloi (193 type IIIb; 306 type IV)","Izmir Archaeological Museum","P. Aydemir in Izmir I, pp. 73-91, pls. XXI-XXXIII.",400,E,,
,,,,,,,,9.370,,,"Asia Minor?",c.1926,"400 BC",4AR,"Cyzicus:  1 (SYN tridr)
Cnidus:  1 (SYN  tridr)
Chios:  2  (third st.)",London,"N. Hardwick: The Coinage of Chios from the VIth to the IVth century B.C., T.Hackens and Gh. Moucharte (eds.): actes du XIe Congr√®s International de Numismatique, Bruxelles, septembre 1991, (Louvain-la-neuve, 1993), vol.I, pp. 215, n.31; id.: The Solution to Thucydides viii.101.1: the Chian Fortieths,‚Äô QT 25 (1996), p.63, and n.19.",400,E,,
,,,,,,,,,10.165,,"Georgi Dobrevo, Bulgaria",2000,"First half of 1st cent. BC","5 + AR?","Troy: 1 tetradr. Thracian imitation: 2 AR
Roman Republic: 2 denarii:
1 Sempronius Pitio
1 Sentius C.f",,"P. Vladimir,’ЧАСТ ОТ КОЛЕКТИВНА НАХОДКА СЪС СРЕБЪРНИ КЪСНОЕЛИНИСТИЧЕСКИ МОНЕТИ НАМЕРЕНА В ЗЕМЛИЩЕТО НА СЕЛО ГЕОРГИ ДОБРЕВО, РЕГИОН НА ГРАД ЛЮБИМЕЦ’, НУМИЗМАТИКА И СФРАГИСТИКА 8 (1-2, 2001), pp. 33-38.",100,C,,
,,,,,,,,,10.060,,"Sumensko? Northeast Bulgaria","before 1999","early third century BC","5 + AU","Alexander III 
Macedonia: 2 sts.
Lampsacus: 1 st.
Side: 1 st.
Ecbatana: 1 st.","Archaeological Institute and Museum , Sofia, NAM inv. nos CCL XXXVI","B.Rousseva, ‘Five Gold Coins of Alexander. Fragment from the Sumensko (?) Hoard’, Macedonian Numismatic Journal 4 (2000), pp. 9-14 in English with summary in Macedonian.",301,C,,
,,,,,,,8.503,,,,"Amasra area, Turkey",1982,"100 - 1 BC","5 AE","Cilicia: 1 Epiphaneia (Tyche/Zeus: SNG Levante 1808); 3 Mopsos (2 Zeus/fire altar: von Aulock, AA (1963) pp. 239-40, no. 7; 1 Athena/naked male with dogs: Waddington 3476); 1 Philopator (Tyche/Athena: SNG Aulock 5414)

Note: not formally recorded as a hoard, but their uniform inventory numbers and exotic nature at Amasra strongly suggest they were found together.","Amasra Museum (inv. nos. S/82 1.26, 28-29, 32, 34)","S. Ireland, Studies in Ancient Coinage from Asia Minor, R. Ashton (ed.) forthcoming",,,,
,,,,,,,,9.540,,,"Saraycık (near Hisarçam, Turkey","before 1994","Late 2nd cent. BC","5 AE","Kitanaura:  5 (Artemis/naked youth)",Antalya,"GCHT, p. 37, nos. 682-6.",125,E,,
,,,,,,,,9.319,,,Levac,1993,"Mid 1st cent. BC","5 AE","Thessalonica: 1
Philetairos 
Pergamum: 1
Lampsacus: 1
Tarsus: 1
Antiochus II
Sardes: 1",Jagodina,"D. Ujes, ‚ÄòLe d√©pot de monnaies hell√©nistiques en bronze provenant de Levac au Mus√©e de Jagodina‚Äô, Numizmaticar 18/19 (1996), pp. 31-38.  English summary.",50,C,,
,,,,,,,,,10.358,,Syria,1991,"47- 46 BC or later","5 AR","Philip I Philadelphus
Uncertain Mint 128, in Cilicia, 88/7-76/5 ? BC: 1 tetradr
Antioch on the Orontes: 3 tetradr
Philip I Philadelphus: 1 posthumous tetradr.
Antioch on the Orontes: 1 tetradr (date illegible)",Dispersed,"Recorded in commerce by A. Houghton. See A. Houghton, C. Lorber and O. Hoover, Seleucid Coins: a Comprehensive Catalogue, II. 2 (Lancaster, 2008), p. 100.",47,E,,
,,,,,,,8.032,,,,"Western Lycia / Eastern Caria",1992?,"500 - 400 BC","5 AR","Lycian staters: 5 (boar r./turtle)","Fethiye Museum","To be published by M. Arslan and A. Dervihagaoglu",,,,
,,,,,,,8.270,,,,"Amphipolis, Greece","before 1973",280,"5 AR, jewellery and bronze vessels","Alexander III: Sardis, Abydus, Lampsacus, Colophon",,"J.R. Mertens, 'A Hellenistic Find in New York', Metropolitan Museum Journal 11 (1979), pp. 71-84.",,,,
,,,,,,,8.516,,,,"unknown findspot",1987,"080 B.C. c.","5+ AR","Aegeae: 5+ tetradr. (years 16, 17 (3), 18)

","in commerce",,,,"Could be part of the same hoard as CH 513",
,,,4.055,,,,,,,,"Near East",1977,160,"5+ AR","Alexandria Troas tetr. 2
Ilium tetr. 1+
Samos tetr. 1
Syria, Antiochus IV tetr. 1","in commerce; BM","fig. 7
M.J. Price, Illustrated London News, September 1977, 69
H.B. Mattingly, ‘The Beginning of Athenian New Style Silver Coinage’, NC 1990, p. 69, note 9 and p. 71, note 15",,,,
,2.069,,,,,,,,,,"Nuba, Hebron, Israel",1975,255-250,"5+ AR","Ptolemy II
Alexander III: Tarsus 1",dispersed,"Fig. 9",,,,
,,,,,,,8.111,,,,"Izmir, Turkey","before 1946","350 BC","5+ AR","Colophon: 5 (SNG Delepierre 2589-91, 2593, 2594)
Teos: dr.",Paris,"SNG Delepierre, Hoard Index",,,,
,,,,,,7.016,,,,,"Near East",1980,475,"5+ AR","Macedonia, Neapolis: fragment of stater
Thasos: stater
Naxos: fragment of stater
Samos: fragment of tetradr.
Salamis, Cyprus: stater","shown at Ashmolean","C.M. Kraay, ‘Near East, 1980’, CH VII, p. 38-39, fig. 3",,,,
,,,,,,,8.039,,,,"Lycia, Turkey",1981/82,"480 BC","5+ AR","Lycia, Utewe: 2 st.; 3 thirds (as N. Vismara Glaux 3, Milan 1989, 175. 100-103)","seen in trade, part of a much larger hoard","pl. IV, 18-22",,,,
,,,,,,,,9.253,,,"unknown findspot","before 1988","Mid 2nd cent. BC","5+ AR","Alexander tetradrs.
  Phaselis: 1
  Perge: 1
Epesus: 3 dr.",Dispersed,"I. Mirnik, ‚ÄòRemains of a Helenistic Silver Coin Hoard‚Äô, Annotazioni Numismatiche  7 (1992), pp. 126-128.",150,C,,
,,,,,,,,9.495,,,"unknown findspot","before 1999","Mid to late 3rd cent. BC","5+ AR","Alexander III
  Amphipolis: 1 tetradr.
  Chios: 1 tetradr.
  Ake: 1 tetradr.
  ‚ÄòBabylon‚Äô: 1 tetradr.
  Uncert.: 1 tetradr.","Okray Collection","GCHT , p. 39, nos. 718-22.",250,E,,
,2.023,,,,,,,,,,"North West Turkey ",1971?,5th?,"5+ EL","Mytilene 3 hektai
Phocaea 2 hektai",Dispersed,"JNFA 4, 1975, 28",,,"The entry states '",
,,,,,,,,9.458,,,"unknown findspot","before 1999","Late 4th cent. BC","5+ EL","Phocaea: 3
Mytilene : 2","Okray Collection","GCHT , p. 41, nos. 762-6.",325,E,,
,,,,,,,,9.505,,,"Karacalar, near Emirdag (near Amorium, Phrygia)","1951 or earlier","Early 2nd cent. BC",5+Ar,"Alexander III: 
  Magnesia on the Meander  1 tetradr. (Price 1946)
  Rhodes  1 tetradr. (Price 2521)
Side: 2 tetradr. (SNG France 3, 670-3 and 708)
Antiochos III, Nisibis?, 1 tetradr. (WSM 1679)","Afyon (inv. nos. 996-1000)","R. Ashton, Essays Hersh, p. 36, n.4. Afyon inv. no 995, an Alexander tetradr. of Clazomenae (Price 1740), was acquired with the rest of the group, but was probably not part of the presumed hoard.",200,E,,
