"CH 1","CH 2","CH 3","CH 4","CH 5","CH 6","CH 7","CH 8","CH 9","CH 10",IGCH,value,type,source
1.002,,3.001,,,,,,,,1161,"M. Oeconomidou, A. Delt 26. 1971, 10-11.",Reference,1.002
1.002,,3.001,,,,,,,,1161,"AAA 1972, 176-180 (dated early 5th) ",Reference,1.002
1.002,,3.001,,,,,,,,1161,"BCH 1973, 253.1",Reference,1.002
1.006,,,,,,,8.040,9.351,,,"Fethiye Museum 107 (inventory nos. 2664-2770).",Disposition,9.351
1.006,,,,,,,8.040,9.351,,,"J. Spier et al, CH 9 pp. 87-93. ",Reference,9.351
1.006,,,,,,,8.040,9.351,,,"Vismara, Rispostigli, pp. 85-6, no.9.",Reference,9.351
1.006,,,,,,,8.040,9.351,,,"J. Zahle, ‘Politics and Economy in Lycia during the Persian period’, REA 91 (1989), pp. 172-3 no. 1a.",Reference,9.351
1.020,,,,,,,,,,,"on file in BM; dispersed",Disposition,1.020
1.020,,,,,,,,,,,"Gitta Gastner Sale 6 (26:xi:74) 76-89",Reference,1.020
,2.023,,,,,,,,,,Dispersed,Disposition,2.023
,2.023,,,,,,,,,,"JNFA 4, 1975, 28",Reference,2.023
,2.023,,,,,,,,,,"c.f. CH 1.020, 1.022 - possibly the same hoard.",Note,2.023
1.022,,3.015,,,,,,,,,"in commerce",Disposition,1.022
1.022,,3.015,,,,,,,,,"F. Bodenstedt, SNR 52.1973, 36-51
cf also SNR 53.1974, 5-7",Reference,1.022
1.022,,3.015,,,,,,,,,"F. Bodenstedt, Phokaisches Eleckton-Geld, 1975",Reference,3.015
1.026,,,,5.019,,,,,,,Ashmolean,Disposition,5.019
1.026,,,,5.019,,,,,,,"C.M. Kraay, Essays in honour of M. Thompson, 131-7",Reference,5.019
1.038,,2.049,,,,,8.188,,,,"in commerce",Disposition,1.038
1.038,,2.049,,,,,8.188,,,,"N. Dürr, SM 94 May 194, 33-6
‘Nationalmuseets Arbejdsmark 1974, 94-5",Reference,1.038
1.038,,2.049,,,,,8.188,,,,"The Artaxerxes III tetr. and other coins published in. NC 1974,1—4",Reference,2.049
1.038,,2.049,,,,,8.188,,,,"M.J. Price, 'Circulation at Babylon in 323 BC', in Mnemata: Papers in Memory of Nancy M. Waggoner, W.E. Metcalf (ed.), 1991, pp. 63-72",Reference,8.188
1.045,2.053,3.026,,,,,,,,,"Pot hoard",Note,3.026
1.045,2.053,3.026,,,,,,,,,"R. Ocheseanu, Pontica 1974, 147-55, illus.",Reference,2.053
1.045,2.053,3.026,,,,,,,,,"A. Mihalcea, Magazin Istoric 9, 7, 1975, 39",Reference,3.026
,,,,,6.023,7.068,,,,150,"in commerce",Disposition,6.023
,,,,,6.023,7.068,,,,150,"to be published by C. Boehringer",Note,6.023
1.085,,,,,,,8.414,,,,"BM 45. Dispersed on Munich and London Market 1980/1981. Casts of 3 in possession of R. Ashton.",Disposition,8.414
1.085,,,,,,,8.414,,,,"This may be a part of CH 1.85",Note,8.414
,,,,,,,8.492,,,,"dispersed on Istanbul and London markets, summer 1975",Disposition,8.492
,,,,,,,8.492,,,,"CH 1 90 or 91?",Note,8.492
1.090,,,,,,,,,,,"in commerce, BM 11",Disposition,1.090
1.090,,,,,,,,,,,"to be published by GK Jenkins",Note,1.090
1.090,,,,,,,,,,,"See CH 8.492",Note,8.492
1.091,,,,,,,,,,,"in commerce, BM 87",Disposition,1.091
1.091,,,,,,,,,,,"to be published by GK Jenkins",Note,1.091
1.091,,,,,,,,,,,"See CH 8.492",Note,8.492
,1.093,3.044,,,,,,,,958,dispersed,Disposition,3.044
,1.093,3.044,,,,,,,,958,"C.M. Petolescu, BSNR 1948-1972 (pub. 1974), 71-2.",Reference,1.093
,1.093,3.044,,,,,,,,958,"G. Poenaru Bordea, Dacia 18, 1974, 103-125",Reference,3.044
,2.127,,,,,7.146,,,,,"in commerce; E. Keckman Collection, Finland.",Disposition,7.146
,2.127,,,,,7.146,,,,,"R.H.J. Ashton with A.-P.C. Weiss, ‘The Post-Plinthophoric Silver Drachms of Rhodes’, NC 1997, pp. 37-38",Reference,7.146
,2.018,,,5.003,,,,,,,Copenhagen,Disposition,5.003
,2.018,,,5.003,,,,,,,"Hess-Leu Sale 49, April 1971, 233",Reference,2.018
,2.018,,,5.003,,,,,,,"Kölner Münzkabinett Sale 7, April 1971, 47 A-E",Reference,2.018
,2.018,,,5.003,,,,,,,"H.A. Troxell, MN 1977, 15-17",Reference,5.003
,2.018,,,5.003,,,,,,,"it is uncertain whether the two lots listed in CH 4, 9 and 12 are from this hoard",Note,5.003
,2.055,,,,,7.053,,,,1670,"Ashmolean and BM",Disposition,7.053
,2.055,,,,,7.053,,,,1670,"D. Nash, NC 1974, 14-30",Reference,2.055
,2.055,,,,,7.053,,,,1670,"O. Zervos, MN 25, 1980, 17-29",Reference,7.053
,2.068,,,,,,8.287,,,,Dispersed,Disposition,2.068
,2.068,,,,,,8.287,,,,"To be published by Daniela Alecu. In addition to the 103 Rhodian coins recorded by Miss Alecu, R.H.J. Ashton adds 4 seen in Paris (BMC 31, BMC 34 (2), SNG Copenhagen 733). 3 others (BMC 27 (2), and BMC 31) may also be from the hoard. Casts of all 7 are in Mr. Ashton’s possession.",Note,2.068
,2.068,,,,,,8.287,,,,"W. Leschhorn, Zu den rhodischen Didrachmen des 4. und 3. Jh. v. Chr., Der Schatzfund von Usak (Coin Hoards II 68), in Jahrbuch für Numismatik und Geldgeschichte 36, 1986 ",Reference,8.287
,2.068,,,,,,8.287,,,,"R. Ashton NC (1989), p. 13",Reference,8.287
,2.070,,,,,,8.312,,,,Dispersed,Disposition,8.312
,2.070,,,,,,8.312,,,,"A. Houghton, ANSMN 25 (1980) pp. 31-44, pl. 4-5",Reference,8.312
,2.072,3.043,,,,,,,,,"In commerce",Disposition,3.043
,2.072,3.043,,,,,,,,,"J. Morineau Humphris, ‘A Hoard from Thessaly’, in CH III, p. 9-17.
",Reference,3.043
,2.072,3.043,,,,,,,,,"H. Nicolet-Pierre and J.A. Kroll, ‘Athenian Tetradrachm Coinage of the Third Century BC’, AJN 1990, p. 29, no. 18
",Reference,
,2.072,3.043,,,,,,,,,"U. Wartenberg, ‘The Alexander-Eagle Hoard: Thessaly 1992’, NC 1997, p. 181, note 10.",Reference,
,2.088,,,,,,,,,,"Included in the list is a group of 40 coins recorded in the Cabinet des Medailles, Paris, which came from the French excavations at AiKhanoum.",Note,2.088
,2.088,,,,,,,,,,"Dispersed in Switzerland and London.",Disposition,2.088
,2.088,,,,,,,,,,"See CH 3.034, which disassociates the coins excavated from Ai Khanoum.",Note,3.034
,,3.053,,,,,,,,,Paris,Disposition,3.053
,,3.053,,,,,,,,,"CH 3 fig. 10",Reference,3.053
,,3.053,,,,,,,,,"C.-Y. Petito-Biehler, RN 1975, 23-57 ",Reference,3.053
,,3.053,,,,,,,,,"P. Bernard, RN 1975, 58-69 and H.P. Francfort, loc cit, 19-22",Reference,3.053
,,3.053,,,,,,,,,"From French excavations at Ai Khanoum. Previously associated with CH 2.072, but said here to be separate finds.",Note,3.053
,,3.014,4.016,,,,,,,,"in commerce",Disposition,4.016
,,3.014,4.016,,,,,,,,"to be published by S. Hurter",Note,4.016
,,3.016,,,,,8.105,,,,"Antalya Museum (on display)",Disposition,8.105
,,3.030,,,,,8.227,,,,"Afyon Museum (75 on display, Sept. 1988)",Disposition,8.227
,,3.030,,,,,8.227,,,,"R. Ashton, M. Üyümez, U. Hosgören, ‘Five Alexander Hoards in Afyon Museum’, NC 156 (1996), pp. 259-68, no. 81, pl. 41-44",Reference,8.227
,,3.069,4.067,,,,,,,1350,"further 30 reported in a private collection chosen from a lot of 750 supplement the IGCH account.",Disposition,4.067
,,3.069,4.067,,,,,,,1350,"info from Kinns",Note,3.069
,,3.080,,,,,8.532,9.569,,,"Antalya Museum, on display. Acquired by the Museum in 1963.",Disposition,9.569
,,3.080,,,,,8.532,9.569,,,"This hoard is now published as Greek Coin Hoards in Turkey (1999), p. 35, nos. 245-329.",Reference,9.569
,,,,5.021,6.012,,,,,,"in commerce, seen in Munich, dispersed",Disposition,6.012
,,,,5.021,6.012,,,,,,"H. Nicolet-Pierre, ‘Xerxes et la Trésor de l’Athos (IGCH) 362’, RN 1992, p. 20",Reference,
,,,,5.042,6.035,,,,,,"Pot hoard.",Note,6.035
,,,,5.042,6.035,,,,,,"In commerce in two lots.",Disposition,6.035
,,,,,6.032,7.082,8.340,,,,"In metal pot",Note,8.340
,,,,,6.032,7.082,8.340,,,,Chios,Disposition,7.082
,,,,,6.032,7.082,8.340,,,,"A.P. Stephanou, Chiaki Epitheorisis, 1965, 130-131",Reference,8.340
,,,,,6.032,7.082,8.340,,,,"Wrongly reported in CH 6 to be in Cos Museum, error corrected in CH 7",Note,7.082
,,,,,6.037,7.098,8.433,9.511,,,Dispersed,Disposition,9.511
,,,,,6.037,7.098,8.433,9.511,,,"Details on file in the British Museum and at Copenhagen.",Note,7.098
,,,,,6.037,7.098,8.433,9.511,,,"H.B. Mattingly, 'The Ma'ARte En-Nu'man Hoard, 1980', in Essays Carson-Jenkins, pp. 69-86.",Reference,8.433
,,,,,6.037,7.098,8.433,9.511,,,"For publication of the Ephesian drachms from this hoard see P. Kinns, ‘The Attic weight drachms of Ephesus: a preliminary study in the light of recent hoards’, NC 159 (1999), pp. 47-97 at 55-8.",Reference,9.511
,,,,,6.037,7.098,8.433,9.511,,,"R. Bauslaugh, ‘Cistophoric Countermarks and the Monetary Systems of Eumenes II’, NC 1990, p. 54, n. 40.",Reference,
,,,,,6.037,7.098,8.433,9.511,,,"H.B. Mattingly, ‘The Beginning of Athenian New Style Silver Coinage’, NC 1990, p. 71, note 15. ",Reference,
,,,,,6.037,7.098,8.433,9.511,,,"W.E. Metcalf, ‘A late second-century hoard of posthumous Alexanders’, SNR 1994, pp. 19, 44, 46, 48-53 note 42.",Reference,
,,,,,6.004,7.012,8.045,,,,"in commerce",Disposition,8.045
,,,,,6.004,7.012,8.045,,,,"S. Hurter & E. Pászthory, 'Archaischer Silberfund aus dem Antilibanon' in Essays Mildenberg (1984), pp. 111-125 and pl. 14-17.",Reference,8.045
,,,,,6.004,7.012,8.045,,,,"J.H. Kagan, ‘An Archaic Greek Coin Hoard from the Eastern Mediterranean and Early Cypriot Coinage’, NC 1994, p. 23 ff.",Reference,
,,,,,,7.016,,,,,"C.M. Kraay, ‘Near East, 1980’, CH 7 p. 38-39, fig. 3",Reference,7.016
,,,,,,7.021,8.049,,,1184,"2 in British Museum",Disposition,8.049
,,,,,,7.021,8.049,,,1184,"Num. Circ., 1959, 34, 10705",Reference,7.021
,,,,,,7.021,8.049,,,1184,"E.S.G. Robinson,NC 1937, p. 246, nos. 21, 22",Reference,8.049
,,,,,,7.102,8.443,,,,dispersed,Disposition,8.443
