"id","value","type"
"igch1686","Hill, NC 1899, pp. 175-6, illus.","ref"
"igch1686","Note by G. F. Hill in BM file","note"
"igch2147","Egger Bros., Vienna, whence  New York 13: Corinth 5 (R. 1008, 1009, 1013, 1017, 1036), Ambracia 1 (R. 169), Anactorium 2, Leucas 3, Locri 1, Mesma 1","disposition"
"igch2147","E. T. Newell, MS list in ANS","ref"
"igch2147","This hd. was acquired at Catania","note"
"igch1327","Istanbul 100","disposition"
"igch1327","Oçlay, Istanbul ArkMüzYilligi 1964, pp. 58-63  (Turkish), 171-7 (English). Nos. 30-37, 69-70 and 91 are intrusions","ref"
"igch1327","To be published by F. Kleiner","note"
"igch0011","Old Corinth","disposition"
"igch0011","Broneer, Hesperia 1955, pp. 135-6, some illus.","ref"
"igch1546","New York 11 (3 Alexanders, 4 Antiochus IV, 4 Side); Yale 4","disposition"
"igch1546","Bellinger, AJA 1938, p. 318","ref"
"igch1546","Rostovtzeff, Anatolian Stud. Buckler, p. 290 g","ref"
"igch1546","Seyrig, RN 1963, p. 62; Antiq. syr. 6 (Paris, 1966),  p. 9, note 4; Trésors du Levant (in press)","ref"
"igch1546","Many of the Pamphylian Alexanders and  all the coins of Side have ctmks.: anchor or radiate facing bust","note"
"igch2310","R. B. Lewis","disposition"
"igch2310","Lewis, NC 1962, pp. 425-7, illus.","ref"
"igch0528","Deva 9","disposition"
"igch0528","Floca, SCN 2 (1958), pp. 95-110, illus.","ref"
"igch0690","Sofia 9; Pazardzik","disposition"
"igch0690","Gerasimov, BIAB 11 (1937), pp. 249-57, illus;  NC 1938, pp. 80-4, illus.; BIAB 20 (1955), pp. 576-7, illus.","ref"
"igch1496","Beirut?","disposition"
"igch1496","Durant, Fouilles de Byblos I, 1926-1932 (Paris 1937-9), pp. 407-9, nos. 6091-6307, illus.","ref"
"igch1496","Naster, INCJ, pp. 5, 12-3","ref"
"igch1496","Noe combines this hd. with a later one,  no. 1515 below","note"
"igch0971","Istanbul","disposition"
"igch0971","Robert, Études, p. 5, note 3","ref"
"igch0971","Newell's list of varieties, from notes by Regling,  on file in ANS","note"
"igch2115","Jameson 3 (nos. 678, 689-90)","disposition"
"igch2115","Jameson Cat 4 (1932), &#x022;Erratum supplemen- taire,&#x022; nos. 678, 689-90. Nos. 689-90 were acquired from Egger Sale, Jan. 1908 (nos. 54-5), and are a part of a group of Ziz tetradr. (nos. 54-61), which may come from a single hd. No. 678 came from Hirsch Sale Nov. 11, 1907, no. 214, which includes two more similar Ziz tetradr., and two very rare tetradr. of Panormus","note"
"igch1165","London 45; Copenhagen 27","disposition"
"igch1165","Mørkholm, SNR 1971, pp. 79-91, illus.","ref"
"igch0983","Kiev","disposition"
"igch0983","Lapin, &#x022;Gruppovaia nakhodka ol'viiskikh del'fi- nov na Berezani,&#x022; MASP 7 (1971), pp. 42-51","ref"
"igch1735","unknown","disposition"
"igch1735","Seyrig, RN 1963, p. 42; Trésors du Levant (in  press)","ref"
"igch1254","New York 1 (Side)","disposition"
"igch1254","Seltman, NNM 22 (1924), illus.","ref"
"igch1254","Schlumberger, L'argent grec, p. 8, no. 10","ref"
"igch1254","Kraay, NC 1969, pp. 19 f.","ref"
"igch0945","dispersed.","disposition"
"igch0945","Gerasimov, BIAS 15 (1946), p. 241","ref"
"igch0604","Sf. Gheorghe","disposition"
"igch0604","Mitrea, Dacia 1966, p. 404","ref"
"igch0563","dispersed","disposition"
"igch0563","Neuman, Populorum et Regum Numi Veteres  Inediti 2 (Vienna, 1783), p. 154","ref"
"igch2125","dispersed","disposition"
"igch2125","Orsi's notes","ref"
"igch0613","dispersed","disposition"
"igch0613","Gerasimov, BIAB 25 (1962), p. 225","ref"
"igch1743","Baku","disposition"
"igch1743","Pakhomov, Material'naia kul'tura Azerbaidzhana  2 (Baku, 1951), pp. 143-5","ref"
"igch1743","Pakhomov VI, no. 1548","ref"
"igch1743","Kropotkin, no. 1533","ref"
"igch1743","Crawford, RRCH, no. 387","ref"
"igch0562","dispersed","disposition"
"igch0562","Scholz, MonatsblNumGesWien 1901, pp. 123-7,  illus.","ref"
"igch0562","Islami, Studia Albanica 1 (1966), pp. 225-49,  passim","ref"
"igch0562","Noe erroneously included other coins in  the hd.","note"
"igch1655","Jameson 1435, 1437-8, 2217","disposition"
"igch1655","Eddé, RassNum. 1909, p. 55","ref"
"igch1655","Regling, ZfN 1931, p. 28","ref"
"igch1655","Regling regards the other entries of Noe 34 as another hd. (no. 1683 below)","note"
"igch0199","Athens","disposition"
"igch0199","Information from M. Oeconomides","note"
"igch1056","Leningrad (Institute)","disposition"
"igch1056","Information from P. O. Karyszkowski","note"
"igch0956","Bucharest","disposition"
"igch0956","BNSR 13 (1916), pp. 1, 42, illus.","ref"
"igch1176","Ankara","disposition"
"igch1176","Young, AJA 1964, p. 283","ref"
"igch1176","Bellinger, Essays Robinson, pp. 10-5, illus.","ref"
"igch1238","London","disposition"
"igch1238","Robinson, NC 1920, pp. 1-16, illus.","ref"
"igch1238","Golenko questions the Crimean origin given  by Robinson and Noe; and even Robinson, in his final sentence, infers the hd. was buried at Sinope","note"
"igch0436","Lezhe","disposition"
"igch0716","London 13; New York 7; R. C.  Lockett 2","disposition"
"igch0716","Robinson, NC 1934, pp. 244-54, illus.","ref"
"igch0716","Le Rider, Deux trésors, pp. 47-8","ref"
"igch0164","private coll., Athens","disposition"
"igch0164","Wallace, NNM 134 (1956), p. 53, no. 5","ref"
"igch1728","unknown","disposition"
"igch1728","Eddé, Boll. di Num. 1905, p. 129 (no details)","ref"
"igch0334","Myconos","disposition"
"igch0334","To be published by T. Hackens","note"
"igch0024","New York, some ex Berry","disposition"
"igch0024","Details on types in ANS","note"
"igch0024","Although the reports specify two separate  hds., it seems possible that this is a second section of Kyparissia 1940, no. 23 above","note"
"igch0993","Kiev","disposition"
"igch0993","Kharko, &#x022;Ol'viia,” pp. 358-9, nos. 443-73","ref"
"igch0202","formerly J. P. Shear coll.  (stolen Dec. 1968)","disposition"
"igch0202","List of varieties on file in ANS","note"
"igch0181","Athens","disposition"
"igch0181","Wace, BSA 1907-8, pp. 149-58, illus.","ref"
"igch0181","Svoronos, JIAN 1909-10, pp. 63-8; Athènes,  pl. 29","ref"
"igch0181","Newell, Demetrius, p. 165","ref"
"igch0181","Noe, ANSMN 10 (1962), pp. 32-3","ref"
"igch0181","Hackens, Antidorum W. Peremans, pp. 72-3 (the  reference to ESM p. 76 should read An- tiochus I not Seleucus II)","ref"
"igch1385","Ankara (inv. no. 1730)","disposition"
"igch1385","Information from Saadet Taner","note"
"igch1385","The dating rests on the fact that the latest  substantial issue of Amisus (Dionysus/ cista mystica) is not represented","note"
"igch0978","Karlovo","disposition"
"igch0978","Reported by T. Gerasimov","note"
"igch1700","formerly New York (MMA)  now dispersed","disposition"
"igch1700","Photos of the 15 coins detailed above on file in  ANS","note"
"igch1769","London 39; New York 13;  Glendining, Aug. 1, 1934, nos. 77-96","disposition"
"igch1769","Allan, BMQ 1936, pp. 127-8, illus.","ref"
"igch1769","Newell, ESM and WSM, indices of hoards, s. v.  Mesopotamia (Noe 681)","ref"
"igch1769","Jenkins, ANSMN 13 (1967), pp. 41-55, illus.","ref"
"igch1769","Also known as &#x022;Dunne's Hoard&#x022;","note"
"igch0775","dispersed","disposition"
"igch0775","Gerasimov, BIAB 11 (1937), p. 324","ref"
"igch0140","Athens 50 (Dyrrhachium 3,  Pegasi of Corinth 27, of Dyrrhachium 1, Corcyra 2, Anactorium 1, Leucas 14, Thyrrheium 2) ; London 12 (Thurium 1 as Noe L4, Dyrrhachium 6 st. and 1 dr., Corcyra 4 st.); Lockett 5 (SNG 499, 1668-71); Vlasto 1 (Ravel 23); de Nanteuil 1 (as Ravel 23)","disposition"
"igch0140","AA 1936, pp. 120-1 (list of Athens acquisitions)","ref"
"igch0140","Letters from various correspondents in ANS, one mentioning 350+ Pegasi in the original hd.","note"
"igch0778","Plovdiv","disposition"
"igch0778","Reported by T. Gerasimov","note"
"igch0371","unknown","disposition"
"igch0371","Information from W. Schwabacher","note"
"igch2211","unknown","disposition"
"igch2211","Orsi's notes","ref"
"igch2211","Jenkins-Lewis, Carthage, (p. 61) suggest that this  may be identical with Lilybaeum 1922, no. 2209 above","ref"
"igch1508","Istanbul 1800+ 430 (melted down or not identifiable); Vienna 5 Philips, 16 Alexanders; London 3; Cambridge 1, Paris 8; Brussels 1; Berlin 3; Sotheby June 1862 (Huber), 243-63; Dupré April 23, 1867, 317 (Pnytagoras); Sotheby Feb. 19, 1868, 343 (Cius); New York 1?; Stockholm 2","disposition"
"igch1508","Müller, Alexandre, p. 300, note 62","ref"
"igch1508","Waddington, RN 1865, pp. 3-25, illus.; Mélanges, pp. 331.","ref"
"igch1508","Sharp, NC 1865, pp. 179-80; AJA 1900, p. 76","ref"
"igch1508","Weckbecker, WNM 1865, pp. 5-11","ref"
"igch1508","Huber, WNM 1867, pp. 2-4","ref"
"igch1508","Six, NC 1885, p. 42; 1886, pp. 105-6; 1890,  pp. 199 f.","ref"
"igch1508","Wroth, NC 1895, p. 99","ref"
"igch1508","Rouvier, REG 1899, p. 380","ref"
"igch1508","Waddington, Recueil general I.2, p. 310","ref"
"igch1508","Babelon, Traité II.2, col. 1489","ref"
"igch1508","Head, HN2, p. 512","ref"
"igch1508","Newell, Sidon-Ake, pp. 57-60","ref"
"igch1508","Regling, ZfN 1931, p. 34; Zur Münzprägung der Brettier Janus 1 (1921), p. 83, no. 2","ref"
"igch1508","Le Rider, Deux trésors, pp. 33-6","ref"
"igch1508","* The burial date is problematical, the exact  composition of the hd. being uncertain. It is not clear from the account in the RN that all non-Alexanders really belong and there is the possibility of adulteration in the Alexander record. As Newell points out, the absence of issues of Philip III and the brilliant condition of Ace and Sidon coins of 324 B.C. suggest a burial of about that date. One Alexander of Babylon (Sotheby 252) was, however, struck after Philip's death; it may be in- trusive. A detailed analysis of the hd. has been prepared by U. Westermark","note"
"igch1271","London 1","disposition"
"igch1271","Robinson, NC 1932, pp. 212 f.","ref"
"igch1271","Schlumberger, L'argent grec, p. 6","ref"
"igch1950","Taranto 1 AV; Jameson 1 AV  (Cat. 148); Vlasto 4 AV (Cat. 3 [= J. Hirsch Dec. 6, 1906, 16], 4, 21, 26), 33 AR (Cat. 564, 566, 568-9, 571-4, 576-7, 579-80, 582, 585-6, 589-90, 595-6, 602, 606, 608, 613, 626-8, 630, 632, 936-7, 646, 652, 665); J, Hirsch May 28, 1906, 362; Sambon Dec. 19, 1907, 14; and perhaps J. Hirsch May 24, 1910, 168 and de Sartiges Cat. 19 [= Santamaria Apr. 6, 1908, 28]","disposition"
"igch1950","Vlasto, NC 1930, p. 141, note 42","ref"
"igch1950","A note from Vlasto in the ANS catalogues  the gold coins, and states that the attribution of Jameson 159 to this hd. is in error","note"
"igch0327","Sotheby June 21, 1847,  100-11","disposition"
"igch1952","unknown","disposition"
"igch1952","Fiorelli, NSc 1877, p. 64 (= 286)","ref"
"igch1952","The only clue to date is the inclusion of a  coin of Thyrrheium (a Pegasus?), which should indicate late 4th or early 3rd cent.","note"
"igch1529","New York 31 (25 Lysimachi,  2 Attalid, 4 Antiochus II)","disposition"
"igch1529","Newell, ESM and WSM, indexes of hoards s.v.  Homs 1927","ref"
"igch1529","Rostovtzeff, Anatolian Stud. Buckler, p. 285","ref"
"igch2355","private coll.","disposition"
"igch2355","Jenkins, NG 1957, pp. 13-4","ref"
"igch0556","Vienna 48","disposition"
"igch0556","von Krekich-Strassoldo, MonatsblNumGesWien  1898, pp. 276-8, illus.","note"
"igch0556","Münsterberg, MonatsblNumGesWien 1917, p. 259","ref"
"igch0556","Ceka, Studia Albanica 1 (1966), pp. 218-9","ref"
"igch1857","Sotheby, April 30, 1958  (Haughton), nos. 493b-c","disposition"
"igch1857","Haughton, NC 1943, pp. 55, 59","ref"
"igch0378","Athens","disposition"
"igch0378","Robinson-Clement, Olynthus IX, pp. 193-4 (hd.  II AE)","ref"
"igch2324","Gago Coll., now Seville (Ayun- tamiento)","disposition"
"igch2324","Delgado, MAE I, p. 119 and fig.","ref"
"igch2324","Villaronga, MHC (forthcoming)","ref"
"igch1895","Taranto","disposition"
"igch1895","Tamburello, AIIN 1954, p. 164","ref"
"igch0914","dispersed","disposition"
"igch0914","BSAB 4 (1914), p. 273","ref"
"igch0914","Le Rider, Deux trésors, p. 52, note 4","ref"
"igch0699","Athens 3; London 5","disposition"
"igch0699","Hill, NC 1895, pp. 25-6","ref"
"igch0699","Svoronos, JIAN 1899, pp. 299-300, illus.","ref"
"igch0699","BMCLycia, pl. 5, 8-12","ref"
"igch0032","Athens 8; New York 3 and  34 casts (&#x022;king carrying spear&#x022;)","disposition"
"igch0032","Constantopoulos, A Delt. 1930-1, p. 36","ref"
"igch0032","Information from an Athenian correspondent","note"
"igch1782","Istanbul 40","disposition"
"igch2003","Taranto","disposition"
"igch2003","Breglia, AttiMemIIN 8 (1934), pp. 56-61, illus.","ref"
"igch2003","Stazio, AIIN 1965-7, pp. 44-5","ref"
"igch2003","Crawford, RRCH 37","ref"
"igch2003","Breglia (p. 56) refers to 59 Taras, though her list (pp. 54-5) totals only 57","note"
"igch1592","London 6","disposition"
"igch1592","Jenkins, INCJ, p. 69, note 26 (latest coin Ptolemy VI, not Ptolemy V as stated)","ref"
"igch0550","dispersed","disposition"
"igch0550","Mouchmov, BSAB 4 (1914) p. 274, no. 64","ref"
"igch0746","dispersed","disposition"
"igch0746","Gerasimov, BIAB 11 (1937), p. 320","ref"
"igch0159","Volos 50; Athens 4 coins,  11 casts","disposition"
"igch0159","Varoucha, BCH 1957, pp. 497-8, illus. (4 coins)","ref"
"igch0159","Franke, AA 1958, pp. 38-62, illus.","ref"
"igch0159","The two lots would seem to belong to the  same hd. Whether the burial can be as early as the mid third century will depend on the date of the Histiaea coins, if they were part of the original deposit","note"
"igch2212","Palermo","disposition"
"igch2212","Tusa Cutroni, Kokalos 1967, p. 82","ref"
"igch0084","New York 5 (coins illus. by  Newell plus a second Philip)","disposition"
"igch0084","Newell, NNM 21 (1923), pp. 32-6, illus.","ref"
"igch0084","Possibly part of Andritsaena hd., no. 83  above","note"
"igch2051","Ancona","disposition"
"igch2051","Cesano, NSc 1931, pp. 615-37","ref"
"igch2051","Thomsen, ERC I, p. 104","ref"
"igch2051","Crawford, RRCH 129 (records 148 quin.)","ref"
"igch1181","dispersed","disposition"
"igch1376","dispersed","disposition"
"igch1376","Meyer, ZfN 1876, p. 149","ref"
"igch0418","unknown","disposition"
"igch0418","Steinbüchel, Num J 1837, pp. 168-9","ref"
"igch0418","Possibly part of no. 419 below","note"
"igch1826","Cabul 627","disposition"
"igch1826","Bivar, NNM India 3 (1955), illus. (= JNSI 1955, pp. 37-52)","ref"
"igch1826","Curiel-Fussman, Le trésor monétaire de Qunduz  (Paris, 1965), illus.","ref"
"igch1826","Several coins appearing in commerce during  the 1950's and 1960's seem to derive from this hd., which may have been considerably larger than originally assumed. The distinctions between homonymous kings in the list above are disputed in some cases. Especially the existence of two king Eucratides may be doubted","note"
"igch2072","Palermo","disposition"
"igch2072","Gabrici, Monetazione, p. 207","ref"
"igch2072","Tusa Cutroni, AIIN 1956, p. 207, V","ref"
"igch0479","Athens","disposition"
"igch0479","Varoucha, A Delt 1963, Chronika, p. 4, illus.","ref"
"igch0479","Thompson, ANSMN 12 (1966), p. 60","ref"
"igch0479","Possibly part of no. 481 below","note"
"igch1646","dispersed","disposition"
"igch1646","SCMB Jan. 1960, pp. 9-10, illus.","ref"
"igch1192","dispersed. Sotheby, July 31,  1852, nos. 100-5","disposition"
"igch1355","London 725, Oxford remainder","disposition"
"igch1355","Hackens, BCH 1965, pp. 520 ff.","ref"
"igch1355","According to some reports the hd. was  discovered near Milas (anc. Mylasa), Caria","note"
"igch2150","Syracuse","disposition"
"igch2150","Currò Pisanò, AIIN 1962-4, p. 225","ref"
"igch2150","This hd. appears to be the same as that  recorded by Noe from Noto 1916 (no. 745) on the authority of P. Orsi","note"
"igch0725","Istanbul","disposition"
"igch0725","N. Olcay reports the acquisition of 84 coins  of Byzantium from a hd. found in Thrace or Asia Minor. This is very likely the same find from which the ANS obtained 14 pieces in 1929 (no. 724 above) in which case the heavy preponderance of Byzantine issues suggests Thrace as the more probable findspot","note"
"igch2060","Syracuse","disposition"
"igch2060","Currò Pisanò, AIIN 1962-4, p. 222","ref"
"igch1087","Evpatoriia (Regional Mus.)","disposition"
"igch1087","Gilevich, NE 8 (1970), pp. 3-16, illus.","ref"
"igch1433","dispersed","disposition"
"igch0016","unknown","disposition"
"igch0016","Kambanis, BCH 1906, pp. 58-61, illus.","ref"
"igch0016","Starr, Athenian Coinage, pp. 78, 87","ref"
"igch1853","London 29; Lahore 1","disposition"
"igch1853","Whitehead, NC 1923,  pp. 315 ff., illus.; 1940, p. 108; 1947, pp. 41-2 (for the find place)","ref"
"igch1353","New York 12","disposition"
"igch2042","E. Bonsi Casuccini coll., Chiusi  (part); Siena (part)","disposition"
"igch2042","Bianchi Bandinelli, StudEtr 1932, pp. 543-53,  illus.","ref"
"igch2042","Noe 651 (Maremma 1932?) seems to be the  same hd.; the contents are identical except for the additional mention of Sambon 28","note"
"igch1266","London 36; Oxford 31","disposition"
"igch1266","Hill, NC 1930, p. 285","ref"
"igch1620","dispersed","disposition"
"igch1620","Information from H. Seyrig","note"
"igch0504","Sofia","disposition"
"igch0504","Gerasimov, BIAB 13 (1939), p. 343","ref"
"igch2016","Vlasto 16 (Cat. 973-7, 979-80,  982-3, 986-8, 1879-82); ANS 9 (SNG 1, 1265, 1267, 1269-70, 1274-5; 2, 549-51). Possibly also Lloyd 3 (SNG 404-06, Metapontum, ex &#x022;Hannibalic Find 1919&#x022;); the date seems to be mistaken","disposition"
"igch2016","Vlasto, NC 1909, pp. 253-63, illus.; 1930, p. 537,  note 37","ref"
"igch2016","Cesano, TINC 1936, p. 60","ref"
"igch2016","Robinson, NC 1964, p. 44","ref"
"igch0366","Athens","disposition"
"igch0366","Robinson-Clement, Olynthus IX, pp. 177-9, illus.  (hd. VII)","ref"
"igch2040","dispersed","disposition"
"igch2040","Information from P. Franke","note"
"igch0454","Sofia 10 imit. Philip II, 5 Alex- ander including 2 imit., 1 Athens; private colls. Stockholm and Frankfurt am Main, the remainder","disposition"
"igch0454","Gerasimov, BIAB 14 (1940-2), p. 284","ref"
"igch0676","Bucharest (Inst. Arch.)","disposition"
"igch0676","Moisil, Balcania 1944, p. 15","ref"
"igch1917","dispersed","disposition"
"igch1917","Evans, NC 1889, pp. 41-2","ref"
"igch1917","Evans dated the burial c. 388 B.C. in rela- tion to a supposed occupation of Terina in that year by Dionysius I, for which there appears to be no certain evidence (Regling, Terina, p. 5). The coins of Thurium, signed by Molossus, are probably somewhat later than this","note"
